Wall time,Step,Value
1533705540.312292,1,50.38766098022461
1533705659.689254,101,10.573053359985352
1533705723.8986475,201,8.040417671203613
1533705784.7270007,301,7.607416152954102
1533705844.6816018,401,7.694941997528076
1533705905.3971856,501,7.316359519958496
1533705972.2655973,601,7.77951717376709
1533706033.1339374,701,7.312749862670898
1533706094.8188992,801,7.751766681671143
1533706157.0793865,901,7.370157718658447
1533706219.6166403,1001,7.407127380371094
1533706280.0657985,1101,7.3303141593933105
1533706347.7619402,1201,6.6507487297058105
1533706408.990486,1301,7.1235270500183105
1533706469.240363,1401,7.220281600952148
1533706530.3638177,1501,7.574892044067383
1533706590.5942636,1601,7.324427604675293
1533706650.5723789,1701,6.7947845458984375
1533706718.8653827,1801,6.953927040100098
1533706781.1475728,1901,6.88700532913208
1533706841.8312829,2001,5.930547714233398
1533706901.3591273,2101,6.2815423011779785
1533706962.3659089,2201,6.756039619445801
1533707022.5020008,2301,6.884210109710693
1533707090.4606216,2401,5.750577926635742
1533707151.4753778,2501,6.388764381408691
1533707210.5485046,2601,6.334018707275391
1533707270.324526,2701,6.559512615203857
1533707331.5153136,2801,5.478371620178223
1533707392.6551335,2901,5.985477924346924
1533707458.2782109,3001,4.429716110229492
1533707517.0902543,3101,5.364002704620361
1533707576.4432845,3201,5.686528205871582
1533707633.46935,3301,5.203086853027344
1533707693.1861231,3401,6.341245651245117
1533707754.9461489,3501,4.973491668701172
1533707822.9936926,3601,5.081060886383057
1533707884.1008866,3701,5.505588531494141
1533707946.3478038,3801,5.125848770141602
1533708007.994445,3901,5.245211601257324
1533708070.106302,4001,5.4127302169799805
1533708131.6842659,4101,5.804603099822998
1533708199.6768837,4201,5.398005485534668
1533708260.3837717,4301,4.226474285125732
1533708322.3008213,4401,4.702265739440918
1533708384.2619047,4501,4.370358467102051
1533708445.5256972,4601,6.213040828704834
1533708505.702056,4701,4.8962554931640625
1533708573.9788606,4801,4.7451324462890625
1533708636.0088255,4901,4.908170700073242
1533708697.3310137,5001,4.7644758224487305
1533708760.0219703,5101,4.764492988586426
1533708821.7709854,5201,3.5749430656433105
1533708882.4085534,5301,3.4162650108337402
1533708951.0152292,5401,4.58139705657959
1533709013.8912258,5501,3.501142978668213
1533709076.700585,5601,3.6035828590393066
1533709136.776429,5701,4.283268928527832
1533709198.4057286,5801,2.98991060256958
1533709257.9932055,5901,3.464390754699707
1533709324.5546417,6001,3.6485719680786133
1533709384.9621964,6101,4.184730052947998
1533709447.1589062,6201,3.9265520572662354
1533709509.059384,6301,3.882648468017578
1533709573.354899,6401,3.562905788421631
1533709635.9958844,6501,3.152895450592041
1533709704.3697035,6601,3.418652057647705
1533709767.7381327,6701,4.638398170471191
1533709831.3123424,6801,3.2852895259857178
1533709892.9705474,6901,3.9820196628570557
1533709954.6102142,7001,3.489542007446289
1533710017.026392,7101,3.977053165435791
1533710085.7134683,7201,2.7663683891296387
1533710148.2643085,7301,4.2188005447387695
1533710211.8751202,7401,3.7229461669921875
1533710274.1708786,7501,2.8508708477020264
1533710336.5140915,7601,4.554156303405762
1533710399.5811877,7701,3.580702304840088
1533710470.0127048,7801,3.9611215591430664
1533710531.320744,7901,2.864534854888916
1533710591.9864323,8001,3.5006561279296875
1533710653.9610014,8101,3.97124981880188
1533710715.5086973,8201,3.805845260620117
1533710777.4876783,8301,3.4947004318237305
1533710846.2034974,8401,3.221920967102051
1533710905.939,8501,1.8911312818527222
1533710967.2203002,8601,2.8599166870117188
1533711027.7671266,8701,4.060309410095215
1533711088.9709284,8801,3.449800729751587
1533711151.7171357,8901,2.269636631011963
1533711221.8452415,9001,2.4536337852478027
1533711284.3455076,9101,2.4842052459716797
1533711346.6504126,9201,2.9198968410491943
1533711408.6161919,9301,3.2086071968078613
1533711471.200529,9401,2.5427985191345215
1533711533.4487429,9501,3.3454110622406006
1533711601.40492,9601,4.5116682052612305
1533711664.9536629,9701,3.7128472328186035
1533711726.7286007,9801,1.8073148727416992
1533711788.4715102,9901,2.5408220291137695
1533711851.2400377,10001,3.6217799186706543
1533711913.8415074,10101,3.2547037601470947
1533711981.409812,10201,3.794917106628418
1533712043.6212192,10301,3.129058837890625
1533712105.774734,10401,4.469064712524414
1533712168.2499263,10501,3.7978029251098633
1533712228.6317086,10601,3.160635471343994
1533712291.103818,10701,2.7470340728759766
1533712360.3918433,10801,4.1406450271606445
1533712420.9327528,10901,2.7099764347076416
1533712484.6399732,11001,2.816257953643799
1533712547.5359063,11101,3.013566732406616
1533712606.3849528,11201,3.3679990768432617
1533712667.471073,11301,2.8587193489074707
1533712733.323057,11401,2.048370838165283
1533712793.8305812,11501,2.6997334957122803
1533712855.9162793,11601,2.1087646484375
1533712919.7726004,11701,4.035330295562744
1533712981.962013,11801,2.5856008529663086
1533713043.3678951,11901,2.8667941093444824
1533713112.0209014,12001,3.429172992706299
1533713174.4748414,12101,3.3161544799804688
1533713235.600801,12201,2.7686233520507812
1533713299.3755617,12301,3.5703675746917725
1533713360.2582679,12401,2.48588490486145
1533713422.3027995,12501,3.5915908813476562
1533713490.9385915,12601,2.8278894424438477
1533713553.457952,12701,2.162543296813965
1533713616.2873611,12801,3.0598948001861572
1533713677.398169,12901,4.501232147216797
1533713740.4114602,13001,3.9718122482299805
1533713802.1978438,13101,3.2634196281433105
1533713871.9207833,13201,2.971881151199341
1533713934.9683957,13301,2.5928397178649902
1533713996.4463027,13401,3.092881202697754
1533714057.0485554,13501,2.4958629608154297
1533714118.8228226,13601,4.184353351593018
1533714181.731791,13701,2.5343217849731445
1533714251.1090138,13801,2.9392011165618896
1533714312.1625876,13901,2.839573860168457
1533714373.5482209,14001,2.1845526695251465
1533714432.6659682,14101,3.323697566986084
1533714492.757508,14201,1.9895573854446411
1533714555.1626782,14301,2.933586597442627
1533714624.8914478,14401,2.5747923851013184
1533714685.7569396,14501,2.560856342315674
1533714749.7998598,14601,2.7625551223754883
1533714811.6681802,14701,2.8911492824554443
1533714873.3973503,14801,2.7087762355804443
1533714936.0503733,14901,3.7407543659210205
1533715005.0287926,15001,3.820559024810791
1533715066.8050535,15101,3.1380791664123535
1533715128.3853228,15201,2.440596103668213
1533715190.919202,15301,2.9112038612365723
1533715251.9352965,15401,2.607766628265381
1533715315.4356396,15501,3.640202760696411
