Wall time,Step,Value
1531378343.1631446,0,27.347673416137695
1531378499.746367,100,10.080957412719727
1531378612.7880883,200,9.040801048278809
1531378726.5793328,300,7.109068870544434
1531378840.6945097,400,8.436280250549316
1531378954.8615024,500,8.745930671691895
1531379073.0251977,600,6.473220348358154
1531379186.8953347,700,7.589698791503906
1531379300.7553682,800,6.032858848571777
1531379414.8348668,900,8.034126281738281
1531379529.0910113,1000,8.24160099029541
1531379643.293137,1100,5.545947551727295
1531379761.3238246,1200,6.615068435668945
1531379875.2006285,1300,8.292776107788086
1531379988.9409451,1400,6.919397354125977
1531380102.9857178,1500,6.344602584838867
1531380217.1815946,1600,6.537400245666504
1531380331.344749,1700,6.780820846557617
1531380449.093183,1800,6.59703254699707
1531380562.7602143,1900,7.329376697540283
1531380676.8342118,2000,7.6890764236450195
1531380790.835088,2100,7.123220443725586
1531380905.0680652,2200,7.616528034210205
1531381019.2514107,2300,7.059822082519531
1531381136.9948602,2400,7.39227819442749
1531381250.9168558,2500,8.280277252197266
1531381364.9279656,2600,5.967263221740723
1531381479.1150494,2700,7.746596336364746
1531381592.8868601,2800,4.48587703704834
1531381707.0321007,2900,4.702967643737793
1531381824.8551705,3000,6.034890174865723
1531381938.5321498,3100,5.930561065673828
1531382052.2876961,3200,5.125279426574707
1531382166.0040224,3300,5.556692600250244
1531382280.0013802,3400,6.062849998474121
1531382394.2115767,3500,5.315179824829102
1531382512.2594674,3600,5.939577102661133
1531382625.9425461,3700,5.257380485534668
1531382739.7067182,3800,5.679065704345703
1531382853.5822217,3900,6.437597274780273
1531382967.635215,4000,5.640405654907227
1531383081.4721284,4100,4.44736909866333
1531383199.3295844,4200,5.650931358337402
1531383313.163144,4300,7.029007911682129
1531383426.9027967,4400,5.940428256988525
1531383540.7045772,4500,5.836214542388916
1531383654.5703962,4600,7.536588191986084
1531383768.5056715,4700,3.9815804958343506
1531383886.5090764,4800,5.394497394561768
1531384000.4641752,4900,5.212447166442871
1531384114.3128664,5000,6.498964309692383
1531384228.3511212,5100,5.541102886199951
1531384342.2541792,5200,5.9082489013671875
1531384456.345092,5300,5.50728178024292
1531384577.3892665,5400,5.58081579208374
1531384690.469962,5500,3.659055709838867
1531384804.3497193,5600,4.703010082244873
1531384918.4307861,5700,4.3069610595703125
1531385032.5313091,5800,4.86369514465332
1531385146.5835767,5900,5.598846912384033
1531385264.7271237,6000,4.8765974044799805
1531385378.461092,6100,4.470882415771484
1531385492.4488142,6200,4.896336555480957
1531385606.6065965,6300,4.001985549926758
1531385720.480351,6400,5.19588565826416
1531385834.3093987,6500,4.51925802230835
1531385952.3750215,6600,3.8939390182495117
1531386066.1964264,6700,5.170039176940918
1531386180.1597242,6800,4.6309919357299805
1531386294.043198,6900,5.5291900634765625
1531386407.79539,7000,5.4498090744018555
1531386521.8008034,7100,5.798957824707031
1531386639.8070102,7200,4.9891204833984375
1531386753.655992,7300,5.505048751831055
1531386867.641625,7400,5.39312219619751
1531386981.7086575,7500,4.73651123046875
1531387095.812349,7600,6.067446708679199
1531387209.9392664,7700,5.150403022766113
1531387327.8857586,7800,4.745369911193848
1531387442.0185997,7900,5.222954750061035
1531387556.0861986,8000,6.892147541046143
1531387670.3227084,8100,4.99839448928833
1531387784.179737,8200,3.982593297958374
1531387898.1720667,8300,3.851292610168457
1531388016.3428874,8400,4.249977111816406
1531388130.271973,8500,3.0975027084350586
1531388244.3878164,8600,3.868150234222412
1531388358.68078,8700,4.189494609832764
1531388472.9112117,8800,4.700443267822266
1531388587.0124307,8900,4.066720008850098
1531388705.0768454,9000,4.9413862228393555
1531388819.155888,9100,5.01628303527832
1531388933.4000978,9200,4.7806596755981445
1531389047.6993284,9300,4.25480842590332
1531389161.888271,9400,4.777736663818359
1531389276.0753229,9500,4.720556259155273
1531389394.3411334,9600,4.647913455963135
1531389507.9529955,9700,5.663312911987305
1531389622.0208015,9800,4.3545989990234375
1531389736.2615044,9900,5.2416863441467285
1531389850.5410564,10000,3.839747428894043
1531389964.633066,10100,4.51137638092041
1531390082.6918142,10200,6.405828475952148
1531390196.6187668,10300,4.811418056488037
1531390310.6545322,10400,4.2945709228515625
1531390424.8415534,10500,4.8277788162231445
1531390538.8131888,10600,5.059577941894531
1531390653.033913,10700,4.903397560119629
1531390771.2540686,10800,5.690674781799316
1531390884.9650838,10900,1.7713940143585205
1531390999.17173,11000,2.585758686065674
1531391113.258599,11100,3.499879837036133
1531391227.1324427,11200,4.246184349060059
1531391341.1288044,11300,3.623788833618164
1531391459.382351,11400,3.1196200847625732
1531391573.197364,11500,3.6186327934265137
1531391687.2547245,11600,4.258033752441406
1531391801.3555975,11700,3.84157657623291
1531391915.3857076,11800,3.708919048309326
1531392029.488907,11900,3.7980456352233887
1531392147.5735414,12000,3.0493783950805664
1531392261.62718,12100,3.6726737022399902
1531392375.7423809,12200,3.945204496383667
1531392489.9534492,12300,5.24200439453125
1531392604.015693,12400,4.320816993713379
1531392718.119538,12500,4.211944580078125
1531392836.2367613,12600,3.532628297805786
1531392950.3132014,12700,3.4874379634857178
1531393064.526749,12800,4.302413463592529
1531393178.7207363,12900,4.947019577026367
1531393292.6349218,13000,5.609210014343262
1531393406.8379946,13100,4.550528526306152
1531393524.8011398,13200,2.277639389038086
1531393638.9373267,13300,4.444290637969971
1531393753.1767793,13400,5.043051242828369
1531393867.1847706,13500,2.8882391452789307
1531393981.3918223,13600,4.764110565185547
1531394094.796466,13700,2.460552215576172
1531394212.8571248,13800,2.8393125534057617
1531394326.9078598,13900,4.732868671417236
1531394440.8414178,14000,2.601008415222168
1531394554.7975464,14100,3.0800905227661133
1531394668.8280344,14200,3.938830614089966
1531394782.7887406,14300,4.1125617027282715
1531394900.7062752,14400,1.960932970046997
1531395014.6305583,14500,3.7993836402893066
1531395128.763687,14600,2.4078845977783203
1531395242.938559,14700,3.2537741661071777
1531395357.1328204,14800,3.513190507888794
1531395471.3060775,14900,4.411202430725098
1531395589.184196,15000,3.728742837905884
1531395703.166287,15100,2.878835439682007
1531395817.2354252,15200,4.117731094360352
1531395931.3683076,15300,3.3769729137420654
1531396045.5850327,15400,4.441595077514648
1531396159.6985774,15500,1.7823983430862427
1531396277.7253263,15600,2.9459409713745117
1531396391.6639535,15700,3.31424617767334
1531396505.8327994,15800,5.424931049346924
1531396619.897719,15900,2.2708725929260254
1531396734.0969958,16000,3.386591672897339
1531396848.1722696,16100,3.2575950622558594
1531396966.3680708,16200,2.643657684326172
1531397080.398892,16300,3.848540782928467
1531397193.9706569,16400,1.7042807340621948
1531397308.02587,16500,2.3155879974365234
1531397422.119339,16600,1.4829826354980469
1531397536.1635034,16700,2.9729111194610596
1531397654.3445501,16800,3.651654005050659
1531397768.477007,16900,2.6821868419647217
1531397882.6508915,17000,2.8611714839935303
1531397996.7653816,17100,3.803429126739502
1531398111.0206242,17200,3.0011849403381348
1531398225.1293106,17300,2.1065785884857178
1531398343.33043,17400,3.33752703666687
1531398457.4781988,17500,2.715874195098877
1531398571.6242776,17600,2.647801399230957
1531398685.7732983,17700,2.664872884750366
1531398800.0067353,17800,3.1234023571014404
1531398913.9434233,17900,2.882739305496216
1531399031.8921278,18000,3.037106513977051
1531399145.8902075,18100,2.267008066177368
1531399259.8152997,18200,3.9768285751342773
1531399373.7593555,18300,2.1216678619384766
1531399488.0046191,18400,1.5356284379959106
1531399602.2783887,18500,3.707225799560547
1531399720.304132,18600,2.929030418395996
1531399834.463267,18700,2.1296913623809814
1531399948.4997404,18800,3.0611562728881836
